,id,title,year,episode,song,artists
104587,193918,Red Oaks,2014,Fourth of July (#1.5),Untouchable,chad benton
588222,458448,Graveyard Shift,1990,,THEYRE GONE,scott reeder
306315,508619,La nouvelle gÃŒÂ©nÃŒÂ©ration chante Goldman,2013,,Quand la musique est bonne,jean-jacques goldman amel bent soprano
681142,609259,Serrat y Sabina: el sÃŒ_mbolo y el cuate,2013,,Volver a los 17,violeta parra joan manuel serrat
251247,72295,Doctor Who Confidential,2005,Is There Life on Mars?,Red,guy garvey elbow
632251,25052,Beavis and Butt-Head,1993,Dream On (#5.22),Call It What You Want,tesla
533562,300639,Top of the Pops,1964,(1979-09-20),Since Youve Been Gone,rainbow
127577,189966,Querida Concha,1992,(1993-05-16),Encantado de la vida,concha velasco christian de sica
725514,616902,Siren: New Translation,2008,,Genocide,
102954,377115,Bring Us Your Women,2015,,Queen of Sheba,catherine capozzi christine zufferey carolyn kepes
214500,561002,Nuit de dÃŒÂ©cembre,1940,,RÃŒÂ»ve dAmour,franz liszt
603095,266368,The Royals,2015,Unmask Her Beauty to the Moon (#1.5),Tears of Joy,slow club
524995,573380,Pawn Shop Chronicles,2013,,La La Blues,pokey lafarge the south city three arrangement with heyday media group
271783,391542,Christmas Tree of Might,2010,,Cha-La-Head- Cha-La,hironobu kageyama
78846,35927,Britains Got More Talent,2007,(#9.2),Orvilles Song,bobby crush andrea
102941,4914,90210,2008,How Much Is That Liam in the Window (#3.6),LAventuriare,catherine antoine
150225,437240,Fat City,1972,,If,david gates bread
266450,122688,Its Always Sunny in Philadelphia,2005,The Gang Gets Whacked: Part 1 (#3.12),Blue Blood,heinz kiessling
272505,337741,ATL,2006,,Georgia,hoagy carmichael stuart gorrell ludacris darion crawford shawn johnson field mob jamie foxx
590991,486404,Invincible Force,2011,,In Eternity,serberus
252661,478497,I Am Wrath,2016,,Lemi Lemi,haim mazar
631796,660033,The First Turn-On!!,1983,,Whatever Makes You Happy,terry fabrizio vincent sampierro terry the tornadoes
597123,269966,The Sopranos,1999,Made in America (#6.21),Scratch Your Name,shingai shoniwa dan smith james morrison noisettes
680638,652437,The Carpenters: Music  Music  Music,1980,,Without A Song,vincent youmans lyrics by billy rose edward eliscu karen carpenter richard carpenter ella fitzgerald john davidson
454144,507693,La flÃŒÃˆte ÃŒÃŠ six schtroumpfs,1976,,Hymne au Travail,michel legrand
489663,731278,Yves Montand on Broadway,1961,,Mon manÃŒÂ¬ge ÃŒÃŠ moi,norbert glanzberg yves montand
313075,224953,Star Trek: Voyager,1995,Latent Image (#5.11),Star Trek: Voyager - Main Title,jerry goldsmith jay chattaway
225777,423449,Duplex,2003,,TRUE,gary kemp spandau ballet
410739,695189,This Space Between Us,1999,,Satellite Song,low hum satellite
416658,64814,Degrassi: The Next Generation,2001,Walking on Broken Glass: Part 2 (#12.4),Anything At All,lyle odonohoe
237752,505853,Limmortel,2010,,Ehii Rodolfo ... O Soave Fanciulla,giacomo puccini lyrics by giuseppe giacosa luigi illica maria callas giuseppe di stefano
546773,250489,The Killing,2011,72 Hours (#2.10),Main Title Theme,richard file wendy fowler we fell to earth
442741,665824,The House on 56th Street,1933,,Fresh as a Daisy,max rich
549140,90975,Four Star Revue,1950,(#2.22),Youll Never Walk Alone,richard rodgers chet allen
621432,451437,Ghost of Marx,2009,,Concerning the UFO sigthing near Highland  IL,sufjan stevens
512996,3403,60/90,2008,Los Picapiedra i Lady Di (#1.6),Sleeping in My Car,per gessle roxette
161462,31539,Bite Me,2010,Resistance (#2.6),The Sad Little Planet That Was,dick valentine
316430,720718,What Matters Most,2001,,Its Been Too Long,jill miles
499599,321101,World Championship Snooker,1973,2015: Day 1  Part 2 (#43.2),10-Oct,paolo nutini
627143,638247,Ta kitrina gantia,1960,,Tha sou doso pasaporti,takis morakis mimis fotopoulos martha vourtsi
235198,685319,The Southern Star,1969,,Ostrich Waltz,georges garvarentz  et son orchestre
616080,85822,Everybody Loves Raymond,1996,Snow Day (#6.14),Jungle Love,steve miller band
212949,479460,I Married a Doctor,1936,,Rural Rhythm,frank weldon dick sanford
97761,691552,The Wine Cellar,2010,,De Temporum Fine Comoedia,carl orff
533595,22734,Banjjak Banjjak Bitnaneun,2011,(#1.34),Im a Sad Romantic,rainbow
521399,386775,Catfish,2010,,Truman Sleeps,philip glass nick pietromonaco
559882,280658,The Unit,2006,Bait (#2.10),Fired Up,robert duncan
416165,218823,Som Brasil,2007,LupicÃŒ_nio Rodrigues (#4.4),Esses MoÃŒÂ¤os,lupicÃŒ_nio rodrigues paulinho moska
349766,168713,Nouvelle Star,2003,(#1.10),Un histoire damour,jonatan cerrada
404155,480116,I Went Down,1997,,There Are More Things,lir
728000,320854,Workaholics,2011,Office Campout (#1.3),Nijmegen Bridge,
446501,676191,The Nude Bomb,1980,,Youre Always There,merry clayton lalo schifrin
636922,520925,Live at Last,2005,,Toothache,the charlatans
697178,144653,Lua Vermelha,2010,(#1.82),Ai se ele cai,xutos e pontapÃŒÂ©s
575748,465480,Have Dreams  Will Travel,2007,,Overall Boy,ryan howe mark davis
82117,642642,Thanks to Gravity,2006,,Cai o Sol,brad hatfield teresa ines
263844,730771,Young People,1940,,Tra-La-La-La,harry warren shirley temple jack oakie charlotte greenwood
727401,495755,Just Dance 2,2010,,Walk Like An Egyptian,
346750,598179,Rolling Down the Great Divide,1942,,Roamin in Wyoming,johnny lange lew porter bill cowboy rambler boyd art davis
512345,478048,Hymypoika,2003,,Kotipornoo,pekko pesonen avoliitto
445571,54836,DTLA,2012,(#1.6),The Most Wanted,melody verdugo colton fisher jason rabinowitz jennifer karr
204496,195485,Revenge,2011,Sabotage (#2.11),End Credits Theme,fil eisler
542289,69978,Die Grossen 10,1982,(#1.1),Weil i di mog,relax
678900,176389,Ozark Jubilee,1955,(1960-04-30),Sweet Sue,victor young lenny goo goo
586499,31237,Birds of Prey,2002,Prey for the Hunter (#1.3),Freeway,scapegoat wax
527540,279561,The Tonight Show with Jay Leno,1992,(#21.57),Gangnam Style,psy gun-hyung yoo the tonight show band
384495,682484,The Runaways,2010,,On Top of Old Smoky,kristen stewart robert romanus
93574,503247,Knockout Kings 2000,1999,,Axe Ace 50,c. bradley royds andrew j. hay  Ã¥Â©1999
38435,616782,Sir,1993,,Jis Din Suraj Ki Pehli Kiran,anu malik kumar sanu
237806,708628,Under the Tuscan Sun,2003,,Humming Chorus,giacomo puccini orchestra e coro del teatro dellopera di roma  (as rome opera house chorus rome opera house orchestra)
724682,589912,Ratchet & Clank Future: Tools of Destruction,2007,,Saint Laurent,
537654,633925,Sujon Sokhi,1994,,Kothay Bole Gachher Bel Pakile,rathindranath ray momtaz ali khan khan ataur rahman
12029,61751,De Mike Burstyn show,1978,(#1.5),I remember it well,alan jay lerner frederick loewe mike burstyn pesach burstein lillian lux
77010,13519,Anchorwoman,2007,(#1.3),Crash N Burn,bob mair frankie blue johns tv
359494,243266,The Ernie Sigley Show,1974,(1974-02-14),Touch the Wind (Eres Tu),juan carlos calderÃŒ_n mike hawker brenda kristen
641933,399425,Cowboy Blues,1946,,The Coat and the Pants Do All the Work,the hoosier hotshots
102145,38981,CMT Top 20 Countdown,2001,(2007-12-06),Dont Blink,casey beathard chris wallin kenny chesney
45470,367127,Big Eden,2000,,Optimistic,aubrey freeman skeeter davis
432763,440000,Fireflies in the Garden,2008,,Best Laid Plans,mark stoney
393021,369076,Black Dynamite,2009,,Cleaning Up the Streets,lavan davis
287933,118678,Idols,2003,(#1.14),Smuk som et stjerneskud,jÃŒÃ¼rgen olsen niels noller olsen christian mendoza
474614,123447,Jam,2000,,Dreamland,naked funk
560506,343426,Alki Alki,2015,,Scherbenhaufen,robert gwisdek
152085,42853,Casal Rock,2009,MissiÃŒ_ Sant Jordi (#2.3),Zapatillas,david otero chema ruiz jandro velÃŒÃzquez el canto del loco
563769,241228,The Crazy Ones,2013,Pilot (#1.1),Drive Thru Lovin,robin williams james wolk
648119,123154,Jacks Big Music Show,2005,Ground Hog Day (#2.9),When Will Spring Be Sprung?,the schwartzman quartet
167180,418198,Dolly Parton @ Glastonbury 2014,2014,,Coat of Many Colors,dolly parton
281253,201844,Saturday Night Live,1975,Elizabeth Banks/Disclosure (#41.5),Flashdance... What a Feeling,irene cara keith forsey giorgio moroder elizabeth banks
670750,648650,The Best Red vs. Blue. Ever. Of All Time,2012,,No One,trocadero
83950,246028,The Girls Guide to Depravity,2012,The Wingwoman Rule (#2.9),Fickle Feet,brett boyett beth curry totsy
708133,709429,Universal Special: The Wildest,1958,,Say It Isnt So,
34643,28793,Bem-Vindos a Beirais,2013,A Falta que AlguÃŒÂ©m nos Faz (#3.121),Muda de Vida,antÃŒ_nio variaÃŒÂ¤ÃŒÂµes humanos
715063,14827,Animaniacs,1993,With Three You Get Eggroll/Mermaid Mindy/Katie Ka-Boom: Call Waiting (#1.63),Here We Go Round the Mulberry Bush,
418577,505052,KÃŒÂ«kaku KidÃŒÂ«tai,2015,,Anata wo Tamotsu Mono,maaya sakamoto cornelius
115362,665534,The Hot Chick,2002,,AM To PM,christian lars karlsson christina milian pontus winnberg
520024,301838,Top of the Pops,1964,(1981-11-05),Yellow Pearl,phil lynott midge ure
248452,646344,The Amazing Cynicalman,2012,,Hamtramck Panic,grinding deviance
647372,208611,Shameless,2011,Survival of the Fittest (#3.12),The Money Goes,the reverend peytons big damn band
195805,358858,Balkan Soul & Gypsy Blues,2009,,Ah  Devla,esma redzepova simeon atanasov
486340,586573,Queen City Rocker,1986,,Mistaken Identity,no tag
123261,250799,The Knick,2014,Ten Knots (#2.1),Dearest John,cliff martinez gregory tripi
292796,493434,Johnny Gaddaar,2007,,Johnny Gaddaar,jaideep sahni vishal dadlani shekhar ravjiani suraj jagan akriti kakkar
586086,546256,Movie-Mania,1937,,Swing for Sale,saul chaplin caryl gould danced by dave apollon tommy rafferty yvonne moray clark halliday the savoy dancers
325088,270881,The Suite Life on Deck,2008,Frozen (#3.14),I Like It,jody whitesides robert navarro
96700,327688,1969,1988,,Goin up the Country,canned heat alan wilson
365593,216523,So You Think You Can Dance,2005,Meet the Top 20 Dancers (#6.10),Crying,k.d. lang
513803,360428,Barneys Magical Musical Adventure,1993,,Little Jack Horner,performed as part of the tea party medley
137412,278602,The Tonight Show with Jay Leno,1992,(#20.25),Free Ride,dan hartman the tonight show band
636411,70114,Die Harald Schmidt Show,1995,Show #92 - The Busters treten heute wirklich auf (#1.92),Ubangi Stomp,the busters
40486,423424,Duo,2015,,Solution,armando fernando wehrli
8545,135268,Late Show with David Letterman,1993,(#12.99),Save Me,aimee allen scott russo linda perry unwritten law
454328,414384,Die Schelme von Schelm,1995,,Im a Lantuch,michel legrand ivy austin
425313,409048,Death Proof,2007,,Jeepster,marc bolan t. rex
124332,716868,Walking Across Egypt,1999,,Walking Across Egypt,clyde edgerton
485039,339665,Ad Nauseam,2014,,Island (Toxic Avenger remix),nikos andronicos michael forward tim mcdonald pomomofo
14546,707567,Un paradiso,1994,,Grande grande grande,alberto testa c. baltasar amart norman newell tony renis mina
491063,726746,Wonderful World,2009,,Toub,nuru kane thierry fournel
5162,549301,My Best Friends Girl,2008,,The Bubble Club,adam beltran rick garcia michael sean oneal
559027,297919,Tohuwabohu,1990,Zweiundzwanzig (#5.2),KÃŒÂ¦nig im Affenstall,robert b. sherman richard m. sherman german lyrics by unknown person kÃŒÂ¦nig lui
706896,687540,The Thing from Another World,1951,,The Dying Cowboy aka Bury Me Not on the Lone Prairie,
109875,321403,World Championship Snooker,1973,2016: Day 6  Part 3 (#44.33),Fire in Your Eyes,chase status
267129,494504,Joyride,1997,,The Unbearable Lightness of Bean,helmut zerlett nicolle meyer-tollmann gottfried tollmann baked beans
93852,511460,Las aventuras de Los ParchÃŒ_s,1982,,Pancho LÃŒ_pez,c. moncada joaquÃŒ_n oristrell fÃŒÂ©lix lapardi los parchÃŒ_s
545020,335277,A Prairie Home Companion,2006,,A Bunch Of Guys,richard a. dworsky the guys all-star shoe band
555092,183277,Poketto monsutÃŒÂ¢,1997,Burn  Zenigame Squad! Like a Fire!! (#1.149),Pokemon Harahara RirÃŒÂ»,rikako aikawa hirokazu tanaka
75598,114410,How I Met Your Mother,2005,The Front Porch (#4.17),The Man in Me,bob dylan
522952,536371,Me olvidÃŒÂ© de vivir,1980,,Me olvidÃŒÂ© de vivir,pierre billon   / jacques revaux
148414,613816,Showgirls,1995,,Im Afraid of Americans,david bowie   / brian eno david bowie
77506,534169,Marley,2012,,Could You Be Loved,bob marley the wailers
553946,142137,Lost,2004,The Lie (#5.2),Dream Police,rick nielsen cheap trick
792,331267,9:10 - 4:45,2015,,Sunny Day Blues,3 wire
258379,109284,Het Klokhuis,1988,Tango,Tango van een asielvlinder,harry bannink frank groothof
46931,121629,Inyan Shel Zman,1992,Mivchan Kosher (#2.4),Don Kichote,aviv geffen
307022,694399,Thirunaal,2016,,Ore Oru Vaanam,jeevan mayil mahalakshmi iyer shakthisree gopalan
355328,530412,Magnetic Personality,2013,,In the Basement,josef sauer
10313,239620,The Blues,2003,Red  White and Blues (#1.6),Green Onions,al jackson jr. booker t. jones lewie steinberg steve cropper booker t. the m.g.s
183762,580497,Porky the Gob,1938,,Old Pal,egbert van alstyne
46695,287533,The X Factor,2004,Judges Houses 1 (#3.9),Back for Good,avenue
184863,115387,HyvÃŒ_t  pahat ja rumat,1992,(1994-05-12),Laws and Rules,elastic family
580709,719469,Welcome,2007,,Inshallah,sameer himesh reshammiya krishna shaan akriti kakkar
260427,471150,Hit the Ice,1943,,Id Like to Set You to Music,harry revel
514574,51457,Crazy Ex-Girlfriend,2015,Joshs Girlfriend Is Really Cool! (#1.2),We Wish You a Merry Christmas,pete gardner
717612,715124,Vondo,1998,,Ora vondo (title song),
72718,305849,True Blood,2008,Whatever I Am  You Made Me (#5.3),Transistor,black mariah
569354,455131,Good Cake Bad Cake: The Story of LIR,2011,,Railroad,ronan byrne/david hopkins  /craig hutchinson  /robert malone  /dave mcguinness lir
481345,287620,The X Factor,2004,Live Results Show 1 (#1.10),Aint No Mountain High Enough,nick ashford valerie simpson voices with soul
507175,298429,Top of the Pops 2,1994,Donna Summer,Last Dance,paul jabara donna summer
613943,570713,Panther,1995,,For What Its Worth,stephen stills rob rule
580361,104280,Growing Up Creepie,2006,Creepies Living Doll/Operation Monarch Liberation (#1.10),My Imagination,samantha lombardi
271188,190661,RDG: Red Data Girl,2013,The First Transfer Student (#1.1),Yokan,hikaru nanase
192864,598118,Rollerball,2002,,Eghnev,eric serra
363706,527749,MTV Pilipinas Music Video Award 2006,2006,,Ako si M-16,junior kilat
192832,138862,Lilyhammer,2012,My Kind of Town (#1.5),GymnopÃŒÂ©die No 1  Lent et douloureux,eric satie sir peter maxwell davies ronan ohora
640328,699482,Tony Hawks Proving Ground,2007,,Natural One,the folk implosion
595665,386926,Caught,1996,,Viva Para Ser Libre (I Live To Be Free),sheila e.
422632,629878,Step Into Liquid,2003,,Call of the Wave,malibooz
587121,677836,The People Next Door,1970,,Sweet Medusa,scott english larry weiss the bead game
119866,680450,The Rage in Placid Lake,2003,,Yellow Envelope,claireanne browne jan skubiszewski jacket
145253,644282,The 41st Annual Peoples Choice Awards,2015,,Freestyle,dave haywood charles kelley shane mcanally hillary scott lady antebellum
616145,154200,Mike and Mike in the Morning,2005,(2015-10-01),Take The Money and Run,steve miller steve miller band
172745,386910,Catwoman,2004,,Same Direction,douglas robb daniel estrin chris hesse markku lappalainen hoobastank
284728,445374,Freelancers,2012,,King of the Clowns,iv legend j reyes m. burns
476526,307269,Tumble Leaf,2013,Icy Igloo/The Big Dig (#1.8),Tumble Leaf Ending Theme,nathan bar lisbeth scott
321038,191416,Rage,1987,Frenzal Rhomb Redux,Whole Lotta Love,jimmy page robert plant john paul jones john bonham led zeppelin
715709,648845,The Best of the Blues Brothers,1994,,I Dont Know,
601175,615889,Sing,2016,,Vacation,simple plan
284615,10340,Amachan,2013,Dai 3 shÃŒÃˆ: Ora  tomodachi ga dekita! Part 5 (#1.17),Zenryaku  michi no ue yori,issei fÃŒÃˆbi sepia
176445,462088,Hairspray,1988,,Duke of Earl,earl edwards gene chandler bernice williams
339457,493158,John Lennon Live in New York City,1986,,Well  Well  Well,john lennon the plastic ono elephants memory band
434268,303127,Top of the Pops,1964,(1999-10-15),Forever,martin blunt jon brookes tim burgess mark collins tony rogers the charlatans
729258,177168,Parades End,2012,(#1.4),Barbary Bell,
50325,284395,The West Wing,1999,College Kids (#4.3),One Week,barenaked ladies
355102,427358,El infierno,2010,,Corrido de Vicente Molina,jose santos vargas tobias grupo sagaz
604815,507468,La edad del sol,1999,,A mi gente,soledad pastorutti
573528,710544,Utah Trail,1938,,Wont You Be My Buckaroo?,rudy sooter
452724,440951,Flashdance,1983,,Maniac,michael sembello dennis matkosky
308684,559667,Nostalgia,2012,,Heat & Light,jeff robinson paul setzer
296031,248317,The Hollywood Squares,1965,(#2.136),The Silly Song (Were THE HOLLYWOOD SQUARES),james jimmie haskell
132101,134087,Larry King Live,1985,Dolly Parton,Dumb Blonde,curly putman dolly parton
38072,44783,Chefs Table,2015,Enrique Olvera (#2.4),Winter 1 (from The Four Seasons),antonio vivaldi max richter
730076,667377,The Jeffrey Dahmer Files,2012,,Still Light,
106599,100078,Good Morning  Miss Bliss,1987,Practical Jokes (#1.10),The Best Of Times,charles fox
59303,335469,A Room for Romeo Brass,1999,,Dead Melodies,beck
632940,450988,Gethu,2016,,Thaen Katru,thamarai haricharan sasha tirupathi
632710,366519,Beyond the Pecos,1945,,High  Wide and Handsome,tex ritter and ted choate ray whitley his 6-bar cowboys
25530,430628,Enchanted Lake,1947,,The Enchanted Lake  Op.56,anatol liadov
422558,438000,Felicias Journey,1999,,My Special Angel,malcolm vaughan jimmy duncan
276817,557772,Nitro Circus: The Movie,2012,,Silent Night,ian a lover luftshansia
562567,533712,Marie Antoinette,2006,,Plainsong,robert smith simon gallup porl thompson the cure arrangement with warner music group film tv licensing
